Ad_ID,Ad_Type,Visual_Complexity,Clicks,Time_Spent,Engagement_Score,Age_Group,Gender,Device_Type,CTR,Conversion_Rate,Bounce_Rate,Frame_Data,User_Movement_Data,Age_Group_Numeric,Movement_Numeric,Visual_Complexity_Numeric,Ad_Type_Numeric
179,AR,Low,315,17,78,18-24,Female,Desktop,6.135229481157523,0.49396443449694394,18.474497389953665,frame_sequence_178,movement_pattern_178,0,3,1,2
180,3D,High,315,17,79,45-54,Male,Mobile,5.512686832984715,4.302790888083495,21.695938165379278,frame_sequence_179,movement_pattern_179,3,3,0,1
181,2D,High,234,7,86,45-54,Male,Desktop,5.843659871775236,0.7415519964733689,20.02812614173297,frame_sequence_180,movement_pattern_180,3,1,0,0
182,AR,Low,221,10,79,25-34,Female,Desktop,6.082452829597075,0.5636085822495014,18.497432838457463,frame_sequence_181,movement_pattern_181,1,2,1,2
183,3D,Low,185,42,66,25-34,Female,Desktop,5.345502799891569,0.35084660373024285,18.856219740721738,frame_sequence_182,movement_pattern_182,1,4,1,1
184,2D,High,73,24,76,45-54,Male,Desktop,6.6815020782014365,2.179804473076292,18.217410188528504,frame_sequence_183,movement_pattern_183,3,1,0,0
185,AR,High,315,104,72,45-54,Male,Mobile,6.062845199428496,4.916016286169361,20.748542946083443,frame_sequence_184,movement_pattern_184,3,3,0,2
186,AR,High,136,32,63,18-24,Male,Desktop,5.68977251817023,1.00378015213607,20.513469713219834,frame_sequence_185,movement_pattern_185,0,0,0,2
187,3D,High,182,7,88,25-34,Female,Desktop,5.669035680438735,3.5342375376788158,19.528893057467563,frame_sequence_186,movement_pattern_186,1,3,0,1
188,3D,Medium,192,17,74,18-24,Female,Mobile,5.666135977880493,0.19173250243473772,16.387008376709062,frame_sequence_187,movement_pattern_187,0,4,2,1
189,AR,Low,120,24,69,25-34,Female,Desktop,5.734706577781035,0.9954963688615542,19.859048452110567,frame_sequence_188,movement_pattern_188,1,0,1,2
190,2D,Low,232,2,70,18-24,Female,Desktop,5.9607152003685595,0.6795180769263337,18.215419908013065,frame_sequence_189,movement_pattern_189,0,1,1,0
191,3D,Low,196,75,72,55+,Male,Mobile,6.325678619245853,0.08726232625960018,18.72844726062728,frame_sequence_190,movement_pattern_190,4,3,1,1
192,2D,Low,81,52,76,25-34,Female,Tablet,5.28213440837056,1.547141732455112,16.474239894657398,frame_sequence_191,movement_pattern_191,1,4,1,0
193,AR,High,104,14,77,25-34,Female,Desktop,5.456747820574309,3.001274884140731,19.628414588351465,frame_sequence_192,movement_pattern_192,1,4,0,2
194,3D,Low,293,66,76,25-34,Female,Desktop,5.374454077303701,5.993810957685628,21.366058709574393,frame_sequence_193,movement_pattern_193,1,2,1,1
195,AR,Medium,171,37,74,25-34,Female,Mobile,5.829483636156111,6.459470706170602,22.231140003839815,frame_sequence_194,movement_pattern_194,1,0,2,2
196,3D,Low,195,12,78,18-24,Male,Desktop,5.819243261294101,0.05102405121833783,17.541202350807875,frame_sequence_195,movement_pattern_195,0,4,1,1
197,2D,Low,281,43,75,18-24,Male,Desktop,5.681408285268849,2.7194890794970212,23.678414780039255,frame_sequence_196,movement_pattern_196,0,3,1,0
198,AR,High,129,21,79,45-54,Female,Mobile,5.609170657955387,0.6603731760156177,22.138569322859492,frame_sequence_197,movement_pattern_197,3,4,0,2
199,2D,Medium,146,29,75,35-44,Male,Tablet,6.767957669304451,0.4464277017455138,20.180830332933787,frame_sequence_198,movement_pattern_198,2,3,2,0
200,2D,Medium,132,28,77,25-34,Male,Mobile,5.5559967073257095,2.6786332158069075,18.5525139893226,frame_sequence_199,movement_pattern_199,1,2,2,0
201,2D,Medium,278,7,95,25-34,Male,Mobile,5.575713718041796,5.598729947070812,20.052921393759842,frame_sequence_200,movement_pattern_200,1,1,2,0
202,3D,Low,180,82,79,45-54,Female,Desktop,5.264463998636626,2.6127270485658243,18.52101831346146,frame_sequence_201,movement_pattern_201,3,0,1,1
203,2D,Medium,146,58,86,25-34,Male,Mobile,5.453525917812065,1.6409624390014161,18.372144910568686,frame_sequence_202,movement_pattern_202,1,0,2,0
204,3D,Low,134,16,76,35-44,Male,Desktop,5.37652237089598,3.927609589681454,18.636052718062498,frame_sequence_203,movement_pattern_203,2,2,1,1
205,3D,Low,199,11,78,55+,Male,Mobile,5.976983140473208,0.12752406296242574,20.488592429314544,frame_sequence_204,movement_pattern_204,4,2,1,1
206,AR,Low,49,13,79,35-44,Male,Mobile,5.595116593509803,0.8430934002955385,21.006146114482114,frame_sequence_205,movement_pattern_205,2,0,1,2
207,AR,High,131,38,78,35-44,Male,Tablet,5.531649512455412,3.085424799052285,20.479462575572803,frame_sequence_206,movement_pattern_206,2,2,0,2
208,2D,Low,161,33,79,25-34,Male,Mobile,5.5876563353061375,0.46006745096532936,22.791314685875165,frame_sequence_207,movement_pattern_207,1,3,1,0
209,2D,Medium,95,75,78,18-24,Male,Desktop,5.627228615765856,0.15830883438001545,21.884160517540124,frame_sequence_208,movement_pattern_208,0,3,2,0
210,AR,Medium,233,14,78,55+,Female,Desktop,5.535834057282703,4.755803237412589,17.720907953849988,frame_sequence_209,movement_pattern_209,4,0,2,2
211,2D,Low,153,71,71,25-34,Female,Mobile,6.178589272065733,0.1652558143541404,18.767526038009265,frame_sequence_210,movement_pattern_210,1,3,1,0
212,3D,Low,58,60,83,25-34,Female,Mobile,5.315732251589652,1.9617107424893914,20.343660470407627,frame_sequence_211,movement_pattern_211,1,0,1,1
213,3D,Low,162,12,90,45-54,Female,Desktop,6.1064344463498355,1.4168579304708913,20.435932592392582,frame_sequence_212,movement_pattern_212,3,4,1,1
214,AR,Medium,177,20,87,35-44,Female,Desktop,6.1573047914570695,1.5972610280646709,19.053691518761827,frame_sequence_213,movement_pattern_213,2,0,2,2
215,3D,Medium,253,1,70,45-54,Female,Tablet,6.211421877964876,0.38361796203019705,21.822323396177566,frame_sequence_214,movement_pattern_214,3,3,2,1
216,2D,Medium,142,4,71,55+,Female,Desktop,5.9447436017049355,1.839916787201935,22.610737232799856,frame_sequence_215,movement_pattern_215,4,4,2,0
217,AR,High,46,24,87,35-44,Male,Mobile,6.4287050317883185,2.2883064880063815,18.453821245087497,frame_sequence_216,movement_pattern_216,2,1,0,2
218,3D,High,90,15,71,25-34,Male,Mobile,5.367520111974902,0.5415886433572252,19.073281229247552,frame_sequence_217,movement_pattern_217,1,3,0,1
219,AR,Medium,247,20,73,18-24,Female,Desktop,5.475508974944545,2.742327933721384,22.25844990728521,frame_sequence_218,movement_pattern_218,0,2,2,2
220,2D,Low,73,25,81,35-44,Male,Desktop,6.172506468313705,0.5069910769327797,16.18907883669084,frame_sequence_219,movement_pattern_219,2,0,1,0
221,3D,Low,315,81,81,55+,Female,Mobile,5.768043895486808,2.491927137668129,18.494730865924268,frame_sequence_220,movement_pattern_220,4,0,1,1
222,3D,High,132,3,69,25-34,Female,Mobile,5.629476118432916,0.7826936678383566,18.691172858511177,frame_sequence_221,movement_pattern_221,1,0,0,1
223,3D,Low,246,56,72,25-34,Female,Mobile,5.959273950480547,2.5963800608897603,21.30606404447879,frame_sequence_222,movement_pattern_222,1,4,1,1
224,2D,Medium,199,21,88,25-34,Male,Mobile,5.904591492265052,4.331992896816448,20.21121114430511,frame_sequence_223,movement_pattern_223,1,0,2,0
225,AR,Low,315,14,85,25-34,Male,Mobile,6.283655981293549,4.205206548576963,17.42920777202792,frame_sequence_224,movement_pattern_224,1,2,1,2
226,3D,High,315,103,85,45-54,Male,Desktop,5.516122346486141,1.40601427692567,18.66998512231853,frame_sequence_225,movement_pattern_225,3,4,0,1
227,AR,Low,46,18,71,25-34,Male,Desktop,5.552651828199416,1.760646359632724,18.410615111521732,frame_sequence_226,movement_pattern_226,1,0,1,2
228,AR,Low,198,21,73,18-24,Male,Desktop,5.739903122160541,3.0458985254847146,18.608843317281426,frame_sequence_227,movement_pattern_227,0,4,1,2
229,2D,Low,74,18,78,35-44,Female,Desktop,5.732809444271286,1.899495301922954,20.963828391907292,frame_sequence_228,movement_pattern_228,2,4,1,0
230,3D,Low,79,21,71,25-34,Female,Mobile,5.891002601069395,4.610150215372634,21.71198047953881,frame_sequence_229,movement_pattern_229,1,1,1,1
231,2D,Low,143,45,70,18-24,Male,Mobile,5.267660887380495,4.081654553236387,16.144702225690875,frame_sequence_230,movement_pattern_230,0,4,1,0
232,3D,Medium,102,7,81,18-24,Male,Desktop,6.145573399143196,0.2498944346075783,19.036437708953837,frame_sequence_231,movement_pattern_231,0,1,2,1
233,3D,High,167,16,79,18-24,Male,Mobile,5.545319823310105,0.00830104177909723,22.000769822334437,frame_sequence_232,movement_pattern_232,0,4,0,1
234,3D,Low,142,13,71,18-24,Male,Mobile,5.961236671798625,0.7699533688483017,18.696175182632654,frame_sequence_233,movement_pattern_233,0,3,1,1
235,AR,High,315,19,76,18-24,Male,Mobile,6.393123092804002,5.9452016092929485,23.76031517043805,frame_sequence_234,movement_pattern_234,0,1,0,2
236,AR,Low,206,11,74,25-34,Male,Tablet,5.366248297353664,0.8132838357954647,16.878082139271115,frame_sequence_235,movement_pattern_235,1,3,1,2
237,3D,Medium,90,50,75,25-34,Female,Desktop,5.577681046489349,8.92892938608614,20.101652942827748,frame_sequence_236,movement_pattern_236,1,2,2,1
238,2D,High,310,24,76,45-54,Male,Desktop,6.371114932118765,0.6847798076893699,18.22165125115948,frame_sequence_237,movement_pattern_237,3,2,0,0
239,2D,High,79,41,92,35-44,Male,Desktop,5.276686566809219,4.604724731892479,18.736852801107723,frame_sequence_238,movement_pattern_238,2,4,0,0
240,AR,Medium,73,24,79,35-44,Female,Desktop,6.519550833732007,0.5051258994512188,21.267477823440814,frame_sequence_239,movement_pattern_239,2,2,2,2
241,3D,Medium,219,37,67,35-44,Female,Mobile,6.64845984948613,0.008431308964324442,18.554578556602443,frame_sequence_240,movement_pattern_240,2,2,2,1
242,3D,High,214,21,74,18-24,Male,Mobile,6.0818494939187016,1.5911812823190818,21.21780206677298,frame_sequence_241,movement_pattern_241,0,0,0,1
243,3D,High,111,8,77,18-24,Female,Desktop,5.289437359435928,6.5900839509945754,21.910314254366796,frame_sequence_242,movement_pattern_242,0,3,0,1
244,3D,High,115,17,85,18-24,Male,Mobile,5.985059611812232,0.4845503511531033,16.43841254657672,frame_sequence_243,movement_pattern_243,0,1,0,1
245,2D,Low,213,54,73,45-54,Female,Mobile,5.886421349772096,0.9199957173473253,23.10517645671871,frame_sequence_244,movement_pattern_244,3,1,1,0
246,2D,Low,295,40,72,45-54,Male,Desktop,5.537330203179156,3.016922373675121,19.00454689458677,frame_sequence_245,movement_pattern_245,3,2,1,0
247,AR,Medium,80,42,76,45-54,Male,Mobile,5.867358733238847,4.136160409874785,24.321849658528038,frame_sequence_246,movement_pattern_246,3,3,2,2
248,3D,Medium,55,36,82,18-24,Female,Desktop,6.31596901021696,1.0669278526686954,18.071332935967188,frame_sequence_247,movement_pattern_247,0,2,2,1
249,2D,Medium,178,14,78,35-44,Male,Mobile,5.769644149401575,0.6583250994539827,17.66020284374448,frame_sequence_248,movement_pattern_248,2,0,2,0
250,2D,High,228,19,70,25-34,Female,Mobile,5.882614685157654,0.2676275020817303,20.83158042016441,frame_sequence_249,movement_pattern_249,1,0,0,0
251,2D,Medium,182,27,73,35-44,Female,Mobile,5.302968184155441,1.172040934255039,20.697242651501895,frame_sequence_250,movement_pattern_250,2,1,2,0
252,3D,Medium,173,54,68,55+,Male,Tablet,6.2824891515440235,2.527893933216506,21.71581783264271,frame_sequence_251,movement_pattern_251,4,0,2,1
253,2D,Low,237,18,82,25-34,Female,Desktop,6.2179109909470185,1.1473722159455793,18.720755574233298,frame_sequence_252,movement_pattern_252,1,1,1,0
254,3D,Medium,108,39,80,25-34,Male,Desktop,5.569604724900689,0.29820845080644154,20.349017133653398,frame_sequence_253,movement_pattern_253,1,4,2,1
255,AR,High,69,41,73,25-34,Female,Mobile,5.710493926156777,1.147750207516637,23.038916323941276,frame_sequence_254,movement_pattern_254,1,4,0,2
256,2D,Low,129,53,79,45-54,Female,Mobile,5.63639153226136,0.05340797498068063,20.18588152109811,frame_sequence_255,movement_pattern_255,3,3,1,0
257,3D,High,176,26,78,45-54,Female,Desktop,6.338457001728843,0.4704529424688576,19.31826688222961,frame_sequence_256,movement_pattern_256,3,2,0,1
258,2D,Medium,159,42,83,18-24,Female,Desktop,5.532519089462209,3.9972926896840733,23.83940183980862,frame_sequence_257,movement_pattern_257,0,2,2,0
259,2D,Low,176,18,73,55+,Female,Mobile,6.129885895926053,0.057258703887564655,18.817380693096407,frame_sequence_258,movement_pattern_258,4,4,1,0
260,3D,Low,109,12,74,45-54,Female,Desktop,5.300029236163772,3.0076481033883486,19.156266224126078,frame_sequence_259,movement_pattern_259,3,1,1,1
261,AR,Medium,60,6,81,55+,Female,Mobile,5.368199520491308,4.240851322607286,16.92393783780307,frame_sequence_260,movement_pattern_260,4,0,2,2
262,3D,Medium,44,29,77,55+,Male,Tablet,6.023025854683503,1.5375568665243797,18.7624138225855,frame_sequence_261,movement_pattern_261,4,1,2,1
263,3D,High,155,79,88,55+,Female,Desktop,5.676613494761252,0.6735978129742052,23.143296801412312,frame_sequence_262,movement_pattern_262,4,2,0,1
264,3D,Low,102,32,73,55+,Male,Desktop,5.529616331371585,1.2158474179004115,17.247098116451944,frame_sequence_263,movement_pattern_263,4,3,1,1
265,2D,Medium,114,16,77,55+,Female,Mobile,6.557324792688936,0.36011463000166294,23.477351728436602,frame_sequence_264,movement_pattern_264,4,0,2,0
266,3D,Low,182,32,72,25-34,Female,Desktop,5.461402465688365,0.19728951324209607,18.89074688929479,frame_sequence_265,movement_pattern_265,1,3,1,1
267,3D,Medium,197,29,78,18-24,Male,Mobile,5.77079121702727,1.11327478650471,17.093463790350647,frame_sequence_266,movement_pattern_266,0,4,2,1
268,2D,Low,110,9,70,18-24,Female,Desktop,5.9047646063667685,0.6438524627651137,18.741463805657933,frame_sequence_267,movement_pattern_267,0,4,1,0
269,3D,Medium,84,13,71,18-24,Female,Mobile,5.801019192264561,1.882103909887018,22.31011756855559,frame_sequence_268,movement_pattern_268,0,0,2,1
270,3D,Low,57,40,81,18-24,Male,Mobile,5.677609210446466,3.9016235515639806,20.270686669779817,frame_sequence_269,movement_pattern_269,0,3,1,1
271,2D,Medium,56,67,74,25-34,Male,Mobile,6.474951746679062,3.7449004096626712,16.22167974494781,frame_sequence_270,movement_pattern_270,1,4,2,0
272,3D,High,150,27,83,18-24,Female,Tablet,6.329767545717765,2.3542513907714935,18.312465924114697,frame_sequence_271,movement_pattern_271,0,3,0,1
273,AR,Medium,121,58,62,35-44,Male,Mobile,5.799264079588593,5.216067357319906,17.407438746348642,frame_sequence_272,movement_pattern_272,2,2,2,2
274,3D,High,61,17,81,18-24,Male,Desktop,5.637552700680983,0.843509736335315,21.820332579095123,frame_sequence_273,movement_pattern_273,0,1,0,1
275,AR,Medium,33,15,72,25-34,Male,Mobile,5.642331287329966,1.9562461445338224,21.594007718361727,frame_sequence_274,movement_pattern_274,1,3,2,2
276,AR,Medium,151,7,70,25-34,Female,Mobile,6.2229866478560165,0.3781563661777754,21.08008241333783,frame_sequence_275,movement_pattern_275,1,4,2,2
277,3D,Low,76,54,72,45-54,Male,Mobile,5.751379110278712,0.3405493304528198,16.660137806653758,frame_sequence_276,movement_pattern_276,3,3,1,1
278,AR,Low,155,25,77,25-34,Female,Desktop,5.864314841033542,3.743667476146789,20.800391572333055,frame_sequence_277,movement_pattern_277,1,0,1,2
279,AR,Medium,201,10,69,18-24,Female,Desktop,5.368294010889394,2.0868021249051187,19.891498876260616,frame_sequence_278,movement_pattern_278,0,0,2,2
280,2D,High,192,44,75,25-34,Female,Tablet,5.441984102951713,3.033310494738035,18.285239409871203,frame_sequence_279,movement_pattern_279,1,4,0,0
281,2D,Medium,167,60,83,18-24,Male,Mobile,6.002010263319093,0.6603290477785159,22.167784457355964,frame_sequence_280,movement_pattern_280,0,3,2,0
282,2D,Medium,108,25,84,35-44,Male,Mobile,5.981813497291499,10.406048814011639,17.41226713747159,frame_sequence_281,movement_pattern_281,2,3,2,0
283,AR,Medium,152,44,88,45-54,Female,Desktop,5.517958090012242,0.32130187820064654,23.86339485740506,frame_sequence_282,movement_pattern_282,3,3,2,2
284,2D,Low,215,39,80,45-54,Male,Desktop,5.9247585091808315,1.3016403517637025,17.983041873634345,frame_sequence_283,movement_pattern_283,3,1,1,0
285,2D,Low,130,33,84,25-34,Male,Tablet,5.904247164328033,0.03429250710677781,19.009253121660162,frame_sequence_284,movement_pattern_284,1,0,1,0
286,AR,Medium,69,21,66,45-54,Female,Mobile,5.402058402764613,0.562614268136704,22.124121750632554,frame_sequence_285,movement_pattern_285,3,1,2,2
287,2D,Low,315,1,83,35-44,Female,Mobile,5.630393020319529,2.704295026746546,19.301215155277507,frame_sequence_286,movement_pattern_286,2,1,1,0
288,2D,Medium,66,27,74,25-34,Male,Mobile,5.9741412567265275,0.8939049764585748,18.57662144915571,frame_sequence_287,movement_pattern_287,1,1,2,0
289,2D,Low,315,27,76,18-24,Female,Mobile,5.950075759058575,2.0993800464365977,19.170547864658374,frame_sequence_288,movement_pattern_288,0,1,1,0
290,3D,Low,74,2,83,18-24,Male,Mobile,5.483251521294976,2.9642025494251882,16.236603022916356,frame_sequence_289,movement_pattern_289,0,2,1,1
291,2D,Medium,59,13,73,18-24,Male,Desktop,6.06072177136619,0.24946769503568275,19.518733950698618,frame_sequence_290,movement_pattern_290,0,1,2,0
292,AR,High,66,16,74,35-44,Female,Desktop,5.877456886946736,0.4734628591414434,17.97967192942793,frame_sequence_291,movement_pattern_291,2,3,0,2
293,2D,High,24,59,69,25-34,Male,Desktop,5.6279279511454146,4.548843770452201,17.495637290827,frame_sequence_292,movement_pattern_292,1,4,0,0
294,AR,Low,73,18,87,35-44,Female,Mobile,5.7988837218565426,8.33891980698018,26.767285100785614,frame_sequence_293,movement_pattern_293,2,1,1,2
295,3D,High,315,4,75,18-24,Female,Desktop,5.689871473129466,0.6385845633460169,21.332502068847358,frame_sequence_294,movement_pattern_294,0,3,0,1
296,2D,Low,159,7,78,25-34,Male,Desktop,6.07646585420053,0.5443956906350059,20.750321733263,frame_sequence_295,movement_pattern_295,1,2,1,0
297,3D,Medium,100,10,79,18-24,Male,Tablet,5.903877241860696,0.13922192791117205,19.73716611635749,frame_sequence_296,movement_pattern_296,0,2,2,1
298,2D,Low,70,16,71,25-34,Male,Mobile,5.8905706513651985,0.47968411725566656,20.2027481384627,frame_sequence_297,movement_pattern_297,1,3,1,0
299,3D,Low,315,24,82,35-44,Male,Mobile,5.927601044477903,1.1498588719644256,17.985456782114596,frame_sequence_298,movement_pattern_298,2,0,1,1
300,2D,Medium,99,38,70,18-24,Female,Desktop,6.044799056966086,1.8846927623409564,19.3936485117177,frame_sequence_299,movement_pattern_299,0,3,2,0
301,AR,High,296,20,76,18-24,Male,Mobile,5.866748179453962,1.5425255403522344,20.123661798429488,frame_sequence_300,movement_pattern_300,0,3,0,2
302,AR,Low,225,17,77,35-44,Female,Mobile,5.92588958788972,2.6656450308551785,20.67025252057155,frame_sequence_301,movement_pattern_301,2,1,1,2
303,2D,Medium,169,105,67,25-34,Female,Mobile,6.026258857916647,1.0856984244057704,20.657100804088543,frame_sequence_302,movement_pattern_302,1,3,2,0
304,3D,Low,70,9,68,25-34,Female,Desktop,6.649017388373544,3.372912633536002,18.182954239248584,frame_sequence_303,movement_pattern_303,1,3,1,1
305,3D,Medium,256,12,80,18-24,Male,Desktop,5.9164759153022555,1.6893908721135984,20.01107494889215,frame_sequence_304,movement_pattern_304,0,2,2,1
306,3D,High,125,10,73,18-24,Female,Mobile,6.003270810616694,1.20216735699367,21.673145916048973,frame_sequence_305,movement_pattern_305,0,1,0,1
307,AR,High,177,58,83,18-24,Male,Mobile,5.387804773876596,2.4354104613660517,20.73823703883759,frame_sequence_306,movement_pattern_306,0,3,0,2
308,3D,High,315,9,78,25-34,Female,Mobile,5.455729759997083,1.1003617080486725,20.560548501331716,frame_sequence_307,movement_pattern_307,1,4,0,1
309,2D,High,104,22,72,35-44,Male,Desktop,5.603723240528894,0.552472306502079,19.589201225563038,frame_sequence_308,movement_pattern_308,2,3,0,0
310,2D,High,275,42,79,35-44,Male,Mobile,5.664878198146653,1.9132428430016253,18.05850293433979,frame_sequence_309,movement_pattern_309,2,1,0,0
311,AR,Low,262,80,79,25-34,Female,Mobile,5.847996235086058,1.767822166607939,18.454154631931797,frame_sequence_310,movement_pattern_310,1,3,1,2
312,2D,High,136,26,70,25-34,Female,Desktop,5.36138242681035,1.7341831830628591,18.54103827723523,frame_sequence_311,movement_pattern_311,1,1,0,0
313,2D,Medium,278,37,81,25-34,Female,Desktop,5.7275523696208195,1.710679061786468,20.51415386358842,frame_sequence_312,movement_pattern_312,1,0,2,0
314,2D,Medium,92,40,72,18-24,Female,Desktop,5.984741671174018,5.55070229547748,22.031986924401007,frame_sequence_313,movement_pattern_313,0,0,2,0
315,AR,High,75,9,84,25-34,Female,Mobile,5.825737267497842,1.366153511210365,20.151465786768544,frame_sequence_314,movement_pattern_314,1,0,0,2
316,3D,Medium,199,24,83,35-44,Male,Desktop,6.180646337595828,1.1809300377128706,21.013131042394697,frame_sequence_315,movement_pattern_315,2,2,2,1
317,AR,High,20,27,81,18-24,Male,Tablet,5.889472734848409,2.2674538290779056,18.3403630027552,frame_sequence_316,movement_pattern_316,0,3,0,2
318,3D,Low,286,14,73,18-24,Female,Mobile,6.181860473690558,4.506149403814405,19.46548687079047,frame_sequence_317,movement_pattern_317,0,0,1,1
319,2D,Medium,88,36,88,18-24,Male,Mobile,5.6785281564221375,4.4412463847768455,17.800801868743125,frame_sequence_318,movement_pattern_318,0,2,2,0
320,3D,High,286,38,74,45-54,Female,Tablet,5.934043354250893,1.4796290812779394,18.84715694030386,frame_sequence_319,movement_pattern_319,3,1,0,1
321,2D,High,113,14,71,18-24,Male,Tablet,5.837789506358333,3.1161846963261484,18.3229354601773,frame_sequence_320,movement_pattern_320,0,0,0,0
322,AR,Medium,124,29,84,55+,Male,Desktop,5.964754528543303,0.5233321847843277,18.116296358505156,frame_sequence_321,movement_pattern_321,4,3,2,2
323,3D,Medium,115,16,81,35-44,Male,Mobile,5.706502937688668,2.5400226079298407,21.51358337227346,frame_sequence_322,movement_pattern_322,2,4,2,1
324,AR,Medium,305,26,82,45-54,Female,Tablet,5.69647546789506,1.5552584908642586,18.141781990264537,frame_sequence_323,movement_pattern_323,3,2,2,2
325,3D,Medium,119,15,60,45-54,Male,Mobile,5.5483311923580665,2.8781879364703644,19.73882362042184,frame_sequence_324,movement_pattern_324,3,0,2,1
326,3D,High,196,52,65,55+,Male,Mobile,5.767604234772229,0.41608763081950023,22.07773253493857,frame_sequence_325,movement_pattern_325,4,4,0,1
327,3D,Medium,50,21,72,25-34,Male,Tablet,5.752813448997774,2.2205203722422446,21.340248484137035,frame_sequence_326,movement_pattern_326,1,2,2,1
328,AR,Low,263,25,81,25-34,Female,Desktop,5.722091956723302,1.324059107438607,19.2886854975898,frame_sequence_327,movement_pattern_327,1,0,1,2
329,2D,High,126,36,75,45-54,Male,Mobile,6.131007906528645,4.880737289112642,22.03497740838103,frame_sequence_328,movement_pattern_328,3,2,0,0
330,AR,Medium,107,38,78,18-24,Male,Mobile,5.831989841098154,0.2764592536207325,17.416891520998217,frame_sequence_329,movement_pattern_329,0,4,2,2
331,3D,Medium,223,79,95,45-54,Male,Mobile,6.037625325805903,0.6457912642734003,19.63852391393024,frame_sequence_330,movement_pattern_330,3,0,2,1
332,2D,High,103,55,77,25-34,Male,Tablet,6.087154704722239,0.0777462536681024,20.958369137501386,frame_sequence_331,movement_pattern_331,1,4,0,0
333,2D,Low,150,20,69,25-34,Male,Mobile,5.728514628653679,2.9465040522015062,18.640313627937225,frame_sequence_332,movement_pattern_332,1,3,1,0
334,2D,Medium,315,16,77,25-34,Male,Mobile,6.748636280107288,0.4767072453487296,24.51215388131928,frame_sequence_333,movement_pattern_333,1,0,2,0
335,2D,Medium,39,11,70,35-44,Female,Mobile,5.267530634610778,0.03254097267123912,19.691707709973144,frame_sequence_334,movement_pattern_334,2,1,2,0
336,AR,Medium,207,41,72,18-24,Female,Mobile,5.547474544964117,4.71413380816555,19.283236231190912,frame_sequence_335,movement_pattern_335,0,1,2,2
337,3D,High,216,35,79,45-54,Male,Mobile,5.663229033378356,1.017696749452586,18.954779664737522,frame_sequence_336,movement_pattern_336,3,1,0,1
338,3D,Medium,130,5,78,55+,Female,Mobile,5.628967022090735,0.37367038311213285,18.121475737790032,frame_sequence_337,movement_pattern_337,4,0,2,1
339,AR,High,110,17,75,45-54,Female,Desktop,5.887544334939718,5.94635471007132,21.567709982285717,frame_sequence_338,movement_pattern_338,3,4,0,2
340,AR,High,283,79,77,18-24,Male,Desktop,6.623418204757623,1.1070094912138657,20.57245151359594,frame_sequence_339,movement_pattern_339,0,2,0,2
341,3D,Low,36,55,75,35-44,Female,Desktop,5.777582783248688,2.0701218065203206,21.132583787239053,frame_sequence_340,movement_pattern_340,2,4,1,1
342,AR,Low,238,44,95,18-24,Female,Tablet,5.700105415352354,2.621037190976264,20.98856265254121,frame_sequence_341,movement_pattern_341,0,2,1,2
343,2D,High,217,33,71,35-44,Female,Desktop,5.411733103944122,1.7482856082143234,17.141555332705117,frame_sequence_342,movement_pattern_342,2,4,0,0
344,3D,Medium,96,14,82,25-34,Male,Mobile,5.668886025792924,0.11430347461796778,17.72257121885738,frame_sequence_343,movement_pattern_343,1,2,2,1
345,3D,Medium,106,7,80,18-24,Female,Mobile,5.512210401294004,7.3943154758661205,18.895885526074018,frame_sequence_344,movement_pattern_344,0,1,2,1
346,2D,High,180,10,78,25-34,Male,Desktop,5.461618101269586,1.0242190392562407,21.70178681331003,frame_sequence_345,movement_pattern_345,1,3,0,0
347,3D,High,94,7,76,45-54,Male,Mobile,5.761418389943575,1.0559183369553895,19.290379757103196,frame_sequence_346,movement_pattern_346,3,2,0,1
348,3D,Medium,132,21,67,45-54,Male,Mobile,5.441352191064107,2.830110410302372,20.08105049622419,frame_sequence_347,movement_pattern_347,3,2,2,1
349,AR,Low,271,118,67,45-54,Male,Tablet,5.96452037301922,3.035154804945516,17.74257031166626,frame_sequence_348,movement_pattern_348,3,1,1,2
350,3D,Medium,217,32,78,45-54,Male,Mobile,5.292536651462513,7.8353267012519225,20.638231516303467,frame_sequence_349,movement_pattern_349,3,0,2,1
351,AR,High,226,8,83,18-24,Male,Tablet,5.919339597272937,1.8432679591269565,20.286520717091015,frame_sequence_350,movement_pattern_350,0,1,0,2
352,AR,Low,112,28,72,18-24,Female,Desktop,5.790852160684067,3.593873920645782,21.749154880396347,frame_sequence_351,movement_pattern_351,0,4,1,2
353,2D,Low,305,57,73,45-54,Male,Desktop,6.112561438910421,2.8981128644209972,21.612486627029124,frame_sequence_352,movement_pattern_352,3,2,1,0
354,2D,Medium,315,23,71,55+,Female,Desktop,6.444580543935399,0.8423239365240485,17.39785785513729,frame_sequence_353,movement_pattern_353,4,0,2,0
355,2D,High,315,9,77,25-34,Male,Desktop,5.9273595301054005,1.288146366530508,19.136053149708374,frame_sequence_354,movement_pattern_354,1,2,0,0
356,3D,Medium,120,32,78,45-54,Male,Desktop,5.8187749887678315,0.3340301161341167,19.21019900869755,frame_sequence_355,movement_pattern_355,3,1,2,1
357,2D,Medium,77,94,79,25-34,Male,Desktop,5.697875471750514,6.682177902390951,21.217321390728234,frame_sequence_356,movement_pattern_356,1,3,2,0
358,2D,High,42,28,81,25-34,Male,Desktop,5.765454551563169,5.358657866036402,16.098121884463534,frame_sequence_357,movement_pattern_357,1,1,0,0
